ID,item_cnt_month
628,0.14641815
629,0.16889194
630,0.23768225
631,0.13174692
632,0.16889194
633,0.13174692
634,0.55665356
635,0.312847
636,0.13174692
637,0.24168065
638,0.25847244
639,0.18005536
640,0.4842892
641,0.76350963
642,0.1733467
643,0.13174692
644,0.1392571
645,0.13174692
646,0.74576974
647,0.15478235
648,0.13174692
649,0.16889194
650,0.23160233
651,0.8896998
652,0.13174692
653,0.16889194
654,0.17261343
655,0.38848925
656,0.29904124
657,0.13174692
658,0.13174692
659,0.1750912
660,0.5937326
661,0.2788602
662,0.13174692
663,0.98472464
664,0.14260468
665,0.3855163
666,0.17896652
667,0.13174692
668,0.7059314
669,0.16889194
670,0.16440725
671,0.14260468
672,0.17679536
673,0.4858669
674,0.13174692
675,0.13174692
676,0.49633163
677,0.79036754
678,0.21239954
679,1.0369312
680,0.13174692
681,0.13174692
682,0.3858299
683,0.13174692
684,0.7059314
685,0.38848925
686,0.33091918
687,0.38848925
688,0.35425353
689,0.13174692
690,0.13174692
691,0.1843579
692,0.17153783
693,0.15286857
694,0.13174692
695,0.8253364
696,0.13174692
697,0.13174692
698,0.13174692
699,0.13174692
700,1.4958676
701,0.13174692
702,1.2505509
703,1.2505509
704,0.13174692
705,0.13174692
706,0.15478235
707,0.13174692
708,0.13174692
709,2.1432338
710,0.24546738
711,0.3167064
712,0.13174692
713,0.47381702
714,0.21239954
715,0.13174692
716,0.44965157
717,0.22872819
718,0.13174692
719,0.13174692
720,0.13174692
721,0.48841417
722,0.13174692
723,1.8365115
724,0.18204625
725,0.4483344
726,0.5613456
727,0.7059314
728,0.13174692
729,0.9304371
730,0.17896652
731,0.14498615
732,0.7292354
733,0.13174692
734,0.7059314
735,0.21239954
736,0.38848925
737,0.5988101
738,0.4483344
739,0.26368934
740,0.21239954
741,0.13174692
742,0.13174692
743,0.38848925
744,0.62734634
745,0.4483344
746,0.33091918
747,0.47453952
748,0.6520894
749,0.13174692
750,0.416323
751,0.15478235
752,0.3167064
753,0.13174692
754,0.57513016
755,0.44965157
756,0.13174692
757,0.47867477
758,0.13174692
759,0.13174692
760,0.86616796
761,0.31353533
762,0.13174692
763,1.9452534
764,0.3167064
765,0.15478235
766,0.21239954
767,0.41016337
768,0.6607106
769,0.26790184
770,0.13174692
771,0.13174692
772,0.21239954
773,0.13174692
774,0.13174692
775,0.13174692
776,0.38848925
777,0.38848925
778,0.13174692
779,0.38848925
780,0.13174692
781,1.0786079
782,0.78022003
783,0.38848925
784,0.13174692
785,1.0786079
786,2.0345073
787,1.0998613
788,0.13174692
789,0.38848925
790,0.13174692
791,0.13174692
792,0.13174692
793,3.3790824
794,0.13174692
795,0.13174692
796,0.13174692
797,0.38848925
798,0.13174692
799,1.3100992
800,0.38848925
801,0.18244995
802,0.13174692
803,0.13174692
804,0.16889194
805,0.13174692
806,0.13174692
807,0.27172947
808,0.43677413
809,0.13174692
810,0.2925985
811,0.5240346
812,0.4050668
813,0.15478235
814,0.14498615
815,0.47779256
816,0.21806428
817,0.13174692
818,0.13174692
819,0.19105735
820,0.23523809
821,0.14995906
822,0.4304651
823,0.13174692
824,0.26595286
825,0.38848925
826,0.16889194
827,0.13174692
828,0.14498615
829,0.22165062
830,1.0786079
831,0.22342864
832,0.16718279
833,0.49509382
834,1.0786079
835,0.2017895
836,0.13174692
837,0.89572906
838,0.5215385
839,0.13174692
840,0.13174692
841,0.22342864
842,0.14958085
843,0.13174692
844,0.33091918
845,0.13174692
846,0.14754644
847,0.38848925
848,0.18620855
849,0.15478235
850,0.20307304
851,0.13174692
852,0.49864635
853,0.13174692
854,0.33091918
855,0.73793954
856,0.38848925
857,0.88679266
858,0.13174692
859,0.76627177
860,0.14958085
861,0.13174692
862,0.21239954
863,0.38848925
864,0.4185625
865,0.5867438
866,0.4221612
867,0.14498615
868,1.1313906
869,0.18446349
870,0.8923584
871,0.2040787
872,0.18446349
873,0.35046235
874,0.4922679
875,1.1654451
876,0.21345325
877,0.13174692
878,0.29418913
879,0.4483344
880,0.13174692
881,0.38848925
882,0.61742294
883,1.4958676
884,0.66618073
885,0.81455743
886,0.21239954
887,0.39797854
888,0.22342864
889,0.13174692
890,0.3213839
891,0.58057475
892,0.14260468
893,0.16877048
894,0.33091918
895,0.21239954
896,0.13174692
897,0.16627187
898,0.13174692
899,0.4483344
900,0.14641815
901,1.2181864
902,0.15478235
903,0.13174692
904,0.5410744
905,0.3866167
906,2.0078993
907,0.26619196
908,0.36366585
909,0.13174692
910,0.22570565
911,0.13174692
912,1.2586485
913,0.47532818
914,0.13174692
915,0.20220536
916,0.21787581
917,0.13174692
918,0.22343303
919,0.4507966
920,0.13174692
921,0.7169125
922,0.15478235
923,0.14498615
924,0.41660973
925,0.25389227
926,0.36832353
927,0.20851271
928,0.40136975
929,0.39900044
930,0.13174692
931,0.13174692
932,0.4177205
933,0.38744986
934,0.13174692
935,0.21239954
936,0.38848925
937,0.53657293
938,0.1750912
939,0.22103049
940,0.16889194
941,0.25227413
942,0.13174692
943,0.53216463
944,0.14260468
945,0.13174692
946,0.21239954
947,0.13174692
948,0.38848925
949,0.14260468
950,0.21239954
951,0.13174692
952,0.13174692
953,0.13174692
954,0.3159575
955,0.38848925
956,0.29546487
957,0.13174692
958,0.7990668
959,0.13174692
960,0.13174692
961,0.21806428
962,0.46974286
963,0.16889194
964,0.16889194
965,0.13174692
966,0.24968557
967,0.13174692
968,0.13174692
969,0.16210222
970,0.13174692
971,0.1392571
972,0.13174692
973,0.30354613
974,0.18032719
975,0.13174692
976,0.40278685
977,1.1150199
978,0.31068426
979,1.4097488
980,0.514603
981,0.35322192
982,0.7337269
983,0.13174692
984,0.13174692
985,0.48165452
986,0.22342864
987,0.5140266
988,0.13174692
989,0.13174692
990,0.13174692
991,0.29916236
992,0.28229
993,1.0786079
994,0.72063076
995,0.1755108
996,0.13174692
997,0.18142259
998,0.23841155
999,0.17261343
1000,0.81745476
1001,0.19134513
1002,0.82738376
1003,0.13174692
1004,0.20571418
1005,0.17896652
1006,0.13174692
1007,0.13174692
1008,0.72274625
1009,0.22570565
1010,0.21239954
1011,0.4050668
1012,0.5415199
1013,1.6139432
1014,0.13174692
1015,0.13174692
1016,0.13174692
1017,0.13174692
1018,0.1466975
1019,0.21239954
1020,0.13174692
1021,0.327475
1022,0.14260468
1023,0.15716237
1024,0.45460838
1025,0.13174692
1026,0.48841417
1027,0.22695045
1028,0.13174692
1029,0.18992418
1030,0.1793955
1031,0.38848925
1032,1.3265492
1033,0.13174692
1034,0.5894665
1035,0.21239954
1036,0.13174692
1037,1.1371512
1038,0.13174692
1039,0.13174692
1040,0.5084336
1041,0.13174692
1042,0.13174692
1043,0.14260468
1044,0.26368934
1045,0.21239954
1046,0.54608846
1047,0.21239954
1048,0.25594014
1049,0.13174692
1050,0.13174692
1051,0.13174692
1052,0.13174692
1053,0.13174692
1054,0.13174692
1055,0.43151337
1056,0.45992285
1057,0.13174692
1058,0.13174692
1059,1.3383036
1060,0.16889194
1061,0.13174692
1062,0.13174692
1063,0.25967893
1064,0.24511307
1065,0.13174692
1066,0.38528
1067,0.44851217
1068,0.1750912
1069,0.38848925
1070,0.2081146
1071,0.13174692
1072,0.13174692
1073,0.21239954
1074,0.21239954
1075,0.21239954
1076,0.19409421
1077,0.13174692
1078,0.13174692
1079,0.2717682
1080,0.15484034
1081,0.13174692
1082,0.1392571
1083,0.1747626
1084,0.21896927
1085,0.14958085
1086,0.13174692
1087,0.18339936
1088,0.4177205
1089,0.3603285
1090,1.9452534
1091,0.13174692
1092,0.5454271
1093,0.15478235
1094,0.16889194
1095,0.2040787
1096,0.16889194
1097,0.16049244
1098,0.13174692
1099,0.13174692
1100,0.25109875
1101,0.21239954
1102,0.25813156
1103,0.82482356
1104,1.3488162
1105,0.19576056
1106,0.13174692
1107,0.7939396
1108,0.14995906
1109,0.13174692
1110,0.18204625
1111,0.13174692
1112,0.27571717
1113,0.13174692
1114,0.4050668
1115,0.1392571
1116,0.16889194
1117,0.13174692
1118,0.13174692
1119,0.1750912
1120,0.4050668
1121,0.1750912
1122,0.20872381
1123,0.13174692
1124,0.14754644
1125,0.19751056
1126,0.523353
1127,0.14498615
1128,0.1848805
1129,0.38848925
1130,0.24891478
1131,0.13174692
1132,0.13174692
1133,0.16134337
1134,0.21239954
1135,0.13174692
1136,0.23367757
1137,1.0667475
1138,0.29916236
1139,0.16780555
1140,0.29104435
1141,0.14260468
1142,0.16305272
1143,0.14958085
1144,0.1392571
1145,0.47158277
1146,0.14754644
1147,0.13174692
1148,0.13174692
1149,0.23282227
1150,0.14754644
1151,0.27982646
1152,0.13174692
1153,0.38848925
1154,0.7068858
1155,0.38848925
1156,0.19523889
1157,2.2558045
1158,1.3546287
1159,0.13174692
1160,0.24350159
1161,0.4447822
1162,0.23183161
1163,0.13174692
1164,0.15918924
1165,0.13174692
1166,0.13174692
1167,0.13174692
1168,0.13174692
1169,0.13174692
1170,0.38848925
1171,0.13174692
1172,0.13174692
1173,0.13174692
1174,0.13174692
1175,0.13174692
1176,0.13174692
1177,0.13174692
1178,0.25338006
1179,0.14754644
1180,0.4483344
1181,0.1392571
1182,0.16889194
1183,0.13174692
1184,0.13174692
1185,0.15842427
1186,0.13174692
1187,0.13174692
1188,0.14641815
1189,1.0786079
1190,0.1733467
1191,0.13174692
1192,0.13174692
1193,1.1119103
1194,0.13174692
1195,0.2707383
1196,0.14754644
1197,0.14754644
1198,0.13174692
1199,0.34457836
1200,0.15484034
1201,0.13174692
1202,0.14260468
1203,0.49979234
1204,0.13174692
1205,0.8036994
1206,0.13174692
1207,0.13174692
1208,0.13174692
1209,0.14958085
1210,0.21239954
1211,0.17582506
1212,2.0642533
1213,0.7627753
1214,0.48762923
1215,0.20573378
1216,0.5337884
1217,0.42002234
1218,0.22909337
1219,0.14641815
1220,0.13174692
1221,0.13174692
1222,0.14754644
1223,0.1392571
1224,0.22695045
1225,0.13174692
1226,0.2017895
1227,0.13174692
1228,0.30988243
1229,0.24394166
1230,0.13174692
1231,0.48259872
1232,0.24394166
1233,0.23958246
1234,0.13174692
1235,0.3167064
1236,0.2637661
1237,0.4386893
1238,0.13174692
1239,1.0786079
1240,0.1583777
1241,0.4278269
1242,0.22695045
1243,0.38848925
1244,0.16889194
1245,0.14958085
1246,0.9631132
1247,0.21241924
1248,0.40136975
1249,0.13174692
1250,0.22232665
1251,0.13174692
1252,0.1392571
1253,0.38848925
1254,0.7275491
1255,0.23547079
1256,0.49614012
1257,0.14641815
1258,0.13174692
1259,0.13174692
1260,0.13174692
1261,0.24196553
1262,0.13174692
1263,0.13174692
1264,1.3321666
1265,0.2588495
1266,0.16889194
1267,0.40783587
1268,0.1392571
1269,0.13174692
1270,0.46946
1271,0.21239954
1272,0.13174692
1273,0.21239954
1274,0.13174692
1275,0.13174692
1276,0.40872473
1277,0.13174692
1278,0.13174692
1279,0.7059314
1280,0.13174692
1281,0.19751056
1282,0.16681156
1283,0.21239954
1284,1.0786079
1285,0.21212582
1286,0.13174692
1287,0.5813818
1288,0.14641815
1289,0.4386893
1290,0.19134513
1291,1.0388416
1292,0.22872819
1293,0.2639825
1294,0.52519846
1295,0.2958228
1296,0.23979898
1297,0.38848925
1298,0.77524185
1299,0.25813156
1300,0.25813156
1301,0.28183496
1302,0.19134513
1303,0.13174692
1304,0.82482356
1305,0.38848925
1306,0.13174692
1307,0.1392571
1308,0.38848925
1309,0.13174692
1310,0.13174692
1311,0.21239954
1312,0.8470448
1313,0.23160233
1314,0.39862508
1315,0.13174692
1316,0.50651366
1317,0.23171893
1318,0.9003626
1319,0.1646526
1320,0.21239954
1321,0.16889194
1322,0.13174692
1323,0.35510993
1324,0.1751157
1325,0.7059314
1326,0.13174692
1327,0.13174692
1328,0.1991119
1329,0.14641815
1330,0.13174692
1331,0.13174692
1332,0.13174692
1333,1.931627
1334,0.16718279
1335,0.13174692
1336,0.13174692
1337,0.46091878
1338,0.22342864
1339,0.24130675
1340,0.13174692
1341,0.13174692
1342,0.4730225
1343,0.13174692
1344,0.13174692
1345,0.13174692
1346,0.13174692
1347,0.2040787
1348,0.15478235
1349,0.67901814
1350,0.13174692
1351,0.21239954
1352,0.13174692
1353,0.2040787
1354,0.22081128
1355,0.38848925
1356,0.21239954
1357,0.22232665
1358,0.13174692
1359,0.83982456
1360,0.7059314
1361,0.38848925
1362,0.15656264
1363,0.1975357
1364,0.31745207
1365,0.5072639
1366,0.13174692
1367,0.22165062
1368,0.30943665
1369,0.13174692
1370,0.13174692
1371,0.13174692
1372,0.13174692
1373,0.38848925
1374,0.13174692
1375,0.38848925
1376,0.4304662
1377,0.13174692
1378,0.25183332
1379,0.21239954
1380,0.2250032
1381,0.14958085
1382,0.2362505
1383,0.4010121
1384,0.13174692
1385,0.38848925
1386,0.2040787
1387,0.16134337
1388,0.13174692
1389,0.13174692
1390,0.16358395
1391,0.13174692
1392,0.2065716
1393,0.13174692
1394,0.13174692
1395,0.42193252
1396,0.13174692
1397,0.30246404
1398,0.23770337
1399,0.16877048
1400,0.13174692
1401,0.13174692
1402,0.16889194
1403,0.58931
1404,0.13174692
1405,0.13174692
1406,0.13174692
1407,0.13174692
1408,0.13174692
1409,0.13174692
1410,0.21239954
1411,0.16627187
1412,0.1392571
1413,0.16889194
1414,0.13174692
1415,0.1392571
1416,0.21239954
1417,0.3654472
1418,0.15478235
1419,0.23160233
1420,0.13174692
1421,0.4241121
1422,0.15478235
1423,0.14958085
1424,0.13174692
1425,0.14498615
1426,0.13174692
1427,0.14958085
1428,0.14260468
1429,0.17530133
1430,0.13174692
1431,0.16889194
1432,0.13174692
1433,0.14958085
1434,0.13174692
1435,0.15286857
1436,0.13174692
1437,0.13174692
1438,0.13174692
1439,0.13174692
1440,0.13174692
1441,0.13174692
1442,0.16889194
1443,0.40278685
1444,0.13174692
1445,0.15647806
1446,0.13174692
1447,0.13174692
1448,0.13174692
1449,0.21239954
1450,0.13174692
1451,0.13174692
1452,0.22232665
1453,0.16889194
1454,0.13174692
1455,0.13174692
1456,0.16780555
1457,0.13174692
1458,0.38848925
1459,0.7059314
1460,0.16889194
1461,0.16134337
1462,0.5315741
1463,0.13174692
1464,0.21612631
1465,0.16889194
1466,0.40836608
1467,0.13174692
1468,0.21239954
1469,0.23184688
1470,0.18691583
1471,0.19718191
1472,0.27659002
1473,0.21239954
1474,0.4816578
1475,0.42838198
1476,0.16889194
1477,0.4484793
1478,0.13174692
1479,0.38848925
1480,0.20379914
1481,0.15918924
1482,0.4483344
1483,0.13174692
1484,0.1392571
1485,0.16134337
1486,0.21744552
1487,0.13174692
1488,0.1392571
1489,0.39900044
1490,0.13174692
1491,0.23841155
1492,0.18446349
1493,0.13174692
1494,0.38848925
1495,0.13174692
1496,0.1392571
1497,2.6952698
1498,0.29051328
1499,0.14498615
1500,0.13174692
1501,0.14641815
1502,0.38848925
1503,0.13174692
1504,0.14958085
1505,0.13174692
1506,0.21239954
1507,0.13174692
1508,0.18176097
1509,0.27511707
1510,0.13174692
1511,0.1733467
1512,0.13174692
1513,0.13174692
1514,0.38848925
1515,0.13174692
1516,0.13174692
1517,0.15716237
1518,0.21239954
1519,0.14641815
1520,0.13174692
1521,0.38848925
1522,0.41250488
1523,0.14498615
1524,0.40836608
1525,0.13174692
1526,0.14958085
1527,0.16889194
1528,0.13174692
1529,0.14754644
1530,0.17896652
1531,0.38848925
1532,0.38848925
1533,0.13174692
1534,0.13174692
1535,0.13174692
1536,0.48168024
1537,0.13174692
1538,0.38848925
1539,0.38848925
1540,0.13174692
1541,0.13174692
1542,0.13174692
1543,0.13174692
1544,0.14754644
1545,0.13174692
1546,0.13174692
1547,0.1644251
1548,0.18936443
1549,0.15484034
1550,0.13174692
1551,0.38848925
1552,0.13174692
1553,0.13174692
1554,0.13174692
1555,0.24800752
1556,0.21239954
1557,0.13174692
1558,0.38848925
1559,0.15639892
1560,0.16889194
1561,0.21239954
1562,0.13174692
1563,0.21239954
1564,0.13174692
1565,0.13174692
1566,0.23979898
1567,0.1392571
1568,0.13174692
1569,0.13174692
1570,0.13174692
1571,0.13174692
1572,0.13174692
1573,0.13174692
1574,0.42744255
1575,0.13174692
1576,0.13174692
1577,0.13174692
1578,0.15286857
1579,0.13174692
1580,0.13174692
1581,0.13174692
1582,0.48841417
1583,0.24058251
1584,0.23716356
1585,0.13174692
1586,0.13174692
1587,0.21239954
1588,0.13174692
1589,0.15647806
1590,0.13174692
1591,0.13174692
1592,0.13174692
1593,0.13174692
1594,0.13174692
1595,0.13174692
1596,0.13174692
1597,0.13174692
1598,0.13174692
1599,0.13174692
1600,0.13174692
1601,0.13174692
1602,0.15478235
1603,0.13174692
1604,0.13174692
1605,0.13174692
1606,0.13174692
1607,0.13174692
1608,0.38848925
1609,0.38848925
1610,0.13174692
1611,0.13174692
1612,0.13174692
1613,0.34938946
1614,0.13174692
1615,0.47453952
1616,0.13174692
1617,0.13174692
1618,0.5179586
1619,0.13174692
1620,0.13174692
1621,0.50312865
1622,0.13174692
1623,0.13174692
1624,0.13174692
1625,0.13174692
1626,0.13174692
1627,0.6796363
1628,0.14498615
1629,0.13174692
1630,0.13174692
1631,0.13174692
1632,0.13174692
1633,0.13174692
1634,0.13174692
1635,0.13174692
1636,0.13174692
1637,0.13174692
1638,0.16889194
1639,0.13174692
1640,0.13174692
1641,0.13174692
1642,0.13174692
1643,0.13174692
1644,0.21239954
1645,0.13174692
1646,0.16889194
1647,0.54668576
1648,0.13174692
1649,0.13174692
1650,0.13174692
1651,0.15478235
1652,0.13174692
1653,0.4483344
1654,0.7059314
1655,0.23160233
1656,0.48735842
1657,0.2970908
1658,0.13174692
1659,0.46907985
1660,0.13174692
1661,0.13174692
1662,0.13174692
1663,0.13174692
1664,0.9765868
1665,0.13174692
1666,0.13174692
